budget,genres,original_language,original_title,release_date,revenue,runtime,actors,studios,countries,directors,producers
70000000,"Crime, Mystery, Thriller",en,Basic Instinct 2,2006-03-29,38629478,114.0,"Sharon Stone, David Morrissey, Charlotte Rampling, David Thewlis, Stan Collymore, Indira Varma, Heathcote Williams, Hugh Dancy, Terence Harvey, Jan Chappell, Neil Maskell, Ellen Thomas, Flora Montgomery, Kata Dobó, Iain Robertson, Charlie Simpson, Danièle Lydon, Christopher Brand, Charlotte Purton, Adam Allfrey, Mark Sangster, Tim Berrington, Vee Vimolmal, Simon Lenagan, Clair Tebbut, Aisling O'Neill, Martin Heathcote, Robyn Cooper, Peter Rnic, Robert Dearle, Keith How, Alexandra Staden, Elizabeth Adamczyk, João Costa Menezes, Andre Schneider, Timo Gilbert, Robert Clarke, Susan Christie, Elizabeth Lloyd, Tina Simmons","C-2 Pictures, Intermedia Films, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Kanzaman, Metro-Goldwyn-Mayer, Grosvenor Park Media","Germany, United Kingdom, United States of America",Michael Caton-Jones,"Mario Kassar, Joel B. Michaels, Andrew G. Vajna, Aslan Nadery"
14000000,"Animation, Family, Adventure, Mystery",en,The Great Mouse Detective,1986-07-02,38625550,74.0,"Barrie Ingham, Val Bettin, Vincent Price, Susanne Pollatschek, Candy Candido, Diana Chesney, Eve Brenner, Alan Young, Basil Rathbone, Ellen Fitzhugh, Walker Edmiston, Wayne Allwine, Tony Anselmo, Frank Welker, Laurie Main, Shani Wallis, Melissa Manchester, Charles Fleischer","Silver Screen Partners II, Walt Disney Pictures",United States of America,"Ron Clements, John Musker, Burny Mattinson, David Michener","Ron W. Miller, Burny Mattinson"
50000000,Adventure,en,The Ghost and the Darkness,1996-10-11,38619405,109.0,"Michael Douglas, Val Kilmer, Tom Wilkinson, John Kani, Emily Mortimer, Bernard Hill, Brian McCardie, Om Puri, Henry Cele, Kurt Egelhof, Satchu Annamalai, Teddy Reddy, Raheem Khan, Jack Devnarain, Glen Gabela, Richard Nwamba, Nick Lorentz, Alex Ferns, Kaycey Padayachee, Giles Masters, Justin Gifford, Patrick Gifford, George Middlekoop","Constellation Films, Paramount","Germany, United States of America",Stephen Hopkins,"Gale Anne Hurd, A. Kitman Ho, Paul B. Radin"
5000000,"Mystery, Horror, Thriller",en,The Grudge 3,2009-05-12,38610009,90.0,"Johanna Braddy, Emi Ikehata, Jadie-Rose Hobson, Gil McKinney, Beau Mirchoff, Shawnee Smith, Marina Sirtis, Matthew Knight, Aiko Horiuchi, Shimba Tsuchiya, Michael McCoy, Takatsuna Mukai, Laura Giosh, Mihaela Nankova, Takako Fuji, Ohga Tanaka, Takashi Matsuyama, Kim Miyori","Ozla Pictures, Stage 6 Films, Ghost House Pictures","Japan, United States of America",Toby Wilkins,Takashige Ichise
24625000,"Comedy, Action",fr,Taxi 5,2017-01-19,38600000,102.0,"Franck Gastambide, Malik Bentalha, Bernard Farcy, Salvatore Esposito, Edouard Montoute, Sabrina Ouazani, Sand Van Roy, Anouar Toubali, Monsieur Poulpe, Sissi Duparc, Ramzy Bedia, Moussa Maaskri, Éric Fraticelli, Saïd M'Roumbaba, David Salles, Elise Larnicol, Romain Lancry, François Levantal, Bengous, Fabrizio Nevola, Fatsah Bouyahmed, Janane Boudili, Frédéric Soulayrol, Pete Thias, Elisa Bujnowskyj, Lionel Laget, Gregory Fromentin, René Maleville, Arriles Amrani, Hamza Bensahnoune, Ichem Saïbi, Redouane Bougheraba, Ichem Bougheraba, Karim Jebli, Nordine Salhi, Charlotte Gabris, Philippe Lesoing, Cut Killer, Jean-Pascal Zadi, Pattaya, Phélipé, Anne Lise Schaich","ARP Sélection, EuropaCorp",France,Franck Gastambide,Hicham El Ghorfi
14000000,"Horror, Mystery, Thriller",en,Urban Legends: Final Cut,2000-09-22,38574362,97.0,"Jennifer Morrison, Matthew Davis, Loretta Devine, Hart Bochner, Anthony Anderson, Eva Mendes, Joey Lawrence, Anson Mount, Jessica Cauffiel, Michael Bacall, Marco Hofschneider, Derek Aasland, Jacinda Barrett, Peter Millard, Chas Lawther, Chuck Campbell, Yani Gellman, Jeannette Sousa, Rebecca Gayheart","Original Film, Phoenix Pictures, Canal+ Droits Audiovisuels","Canada, United States of America",John Ottman,"Neal H. Moritz, Gina Matthews, Richard Luke Rothschild"
12806000,Drama,es,Mar adentro,2004-09-03,38535221,125.0,"Javier Bardem, Belén Rueda, Lola Dueñas, Joan Dalmau, Josep Maria Pou, Mabel Rivera, Celso Bugallo, Clara Segura, Alberto Jiménez, Tamar Novas, Alberto Amarilla, Francesc Garrido, Andrea Occhipinti, Federico Pérez Rey, Nicolás Fernández Luna, Xosé Manuel Olveira , César Cambeiro, Xosé Manuel Esperante, Adolfo Obregón, Julio Jordán, Marta Larralde, Jordi Ballester, José Luis Rodríguez","Canal+, Sogecine, Himenóptero, Eurimages, Union Générale Cinématographique (UGC), TVG, Ministerio de Cultura, Sogepaq, Eyescreen S.r.l., Filmanova, TVE","Spain, France, Italy",Alejandro Amenábar,"Fernando Bovaira, Alejandro Amenábar"
23000000,Comedy,en,Accepted,2006-08-18,38505009,93.0,"Justin Long, Jonah Hill, Blake Lively, Adam Herschman, Columbus Short, Maria Thayer, Lewis Black, Jim O'Heir, Mark Derwin, Ann Cusack, Hannah Marks, Robin Lord Taylor, Diora Baird, Lisa Gleave, Joe Hursley, Jeremy Howard, Anthony Heald, Ross Patterson, Sam Horrigan, Travis Van Winkle, Kaitlin Doubleday, Kellan Lutz, Brendan Miller, Chantelle Tibbs, Skyler Stone, Darcy Shean, Brian Powell, Scott Adsit, Lindy Loundagin, Steve Little, Parker Quinn, Artie Baxter, Greg Sestero, Sara Jean Underwood, Alejandra Gutierrez","Universal Pictures, Shady Acres Entertainment",United States of America,Steve Pink,"Tom Shadyac, Michael Bostick"
50000000,"Drama, Thriller, Mystery",en,Dream House,2011-09-29,38502340,84.0,"Daniel Craig, Naomi Watts, Rachel Weisz, Marton Csokas, Elias Koteas, Taylor Geare, Claire Geare, Rachel G. Fox, Jane Alexander, Brian Murray, Bernadette Quigley, Sarah Gadon, Gregory Smith, David Huband, Mark Wilson, Martin Roach, Lynne Griffin, Jonathan Potts, Joe Pingue, Jean Yoon, Marley Otto, Nigel Henry, Bryon Mumford, Ryan Blakely, Karen Glave, David Fox, Adam Chuckryk, James Collins, Kevin Hanchard, Kevin B Hartley, Yulia Lukin, Douglas Nyback, Chris Owens, Robert J. Tavenor","Cliffjack Motion Pictures, Morgan Creek Productions","Canada, United States of America",Jim Sheridan,"James G. Robinson, Ehren Kruger, Daniel Bobker, David C. Robinson"
4500000,"Comedy, Romance",es,Ocho apellidos catalanes,2015-11-20,38482411,106.0,"Clara Lago, Dani Rovira, Berto Romero, Karra Elejalde, Carmen Machi, Rosa María Sardà, Alfonso Sánchez, Alberto López, Belén Cuesta, Agustín Jiménez, Esperanza Pedreño, Pep Sais, Alain Hernández, Betsy Túrnez, Jordi Llordella",Telecinco Cinema,Spain,Emilio Martínez Lázaro,
6000000,Comedy,en,Bachelor Party,1984-06-29,38435947,105.0,"Tom Hanks, Tawny Kitaen, Adrian Zmed, George Grizzard, Barbara Stuart, Robert Prescott, William Tepper, Wendie Jo Sperber, Barry Diamond, Gary Grossman, Michael Dudikoff, Bradford Bancroft, Martina Finch, Deborah Harmon, Tracy Smith, Florence Schauffler, Sumant, John Bloom, Kenneth Kimmins, Gerard Prendergast, Brett Baxter Clark, Ji-Tu Cumbuka, Rosanne Katon, Dani Douthette, Katie Mitchell, Christopher Morley, Toni Alessandrini, Monique Gabrielle, Angela Aames, Richard Lorenzo Hernandez, Jonathan Tyler Trevillyan, Billy Beck, Jim Hudson, Dean Dittman, Ben Slack, Milt Kogan, Greg Norberg, Coleen Maloney, Arlee Reed, Donald Thompson, Gregory Brown, Marcelino Razo, Pat Proft, Rebecca Perle, Elizabeth Arlen, Dorothy Bartlett, Anne Gaybis, Peaches Johnson, Sheri Shortt, Michael Yama, George Sasaki, Tad Horino, William Yamadera, Michele Starck, Renee Breault, Kim Robinson, Elizabeth Carter, Cynthia Kania, Bruce A. Block, Lisa Purcell, Hugh McPhillips, Hillary Carlip, Lovey, Julia Fisher, Ginger Lynn Allen, Danielle, Anthony S. Johnson, Helen Kelly","Twin Continental, Bachelor Party Productions, Aspect Ratio Film, 20th Century Fox",United States of America,Neal Israel,"Ron Moler, Bob Israel, Raju Patel"
30000000,"Adventure, Comedy, Crime, Action",en,Midnight Run,1988-07-20,38413606,126.0,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton, Dennis Farina, Joe Pantoliano, Richard Foronjy, Philip Baker Hall, Jack Kehoe, Robert Miranda, Wendy Phillips, Danielle DuClos, Tom McCleister, Mary Gillis, John Toles-Bey, Lois Smith, Frank Pesce, Thomas J. Hageboeck, Scott McAfee, Stanley White, Linda Cerasuolo, Fran Brill, Tom Irwin, Tracey Walter","City Light Films, Universal Pictures",United States of America,Martin Brest,Martin Brest
0,"Animation, Action, Fantasy, Adventure",ja,僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション,2021-08-06,38410729,101.0,"Daiki Yamashita, Nobuhiko Okamoto, Yuki Kaji, Ryo Yoshizawa, Kazuya Nakai, Megumi Hayashibara, Tetsu Inada, Yuichi Nakamura, Ayane Sakura, Aoi Yuki, Mariya Ise, Yuuichirou Umehara, Junya Enoki, Shogo Sakata, Yoko Honna, Hirofumi Nojima, Kenta Miyake, Kazuyuki Okitsu, Yuto Uemura, Kaori Yagi, Kiyono Yasuno, Toshiki Masuda, Yoshimasa Hosoya, Kei Shindo","BONES, Toho, TOHO Animation",Japan,Kenji Nagasaki,"Yoshihiro Oyabu, Hibiki Itou, Kazumasa Sanjouba, Akifumi Fujio, Kazutaka Yamanaka, Soukichi Onoda, Koji Nagai, Mirei Tsumura, Hiroya Nakata, Hayato Saga, Atsushi Higashiyama, Akihiro Sotokawa, Mari Furubayashi"
60000000,"Action, Comedy, Crime",en,What's the Worst That Could Happen?,2001-05-31,38400000,94.0,"Martin Lawrence, Danny DeVito, John Leguizamo, Glenne Headly, Carmen Ejogo, Bernie Mac, Larry Miller, Nora Dunn, William Fichtner, Richard Schiff, Ana Gasteyer, Sascha Knopf, Siobhan Fallon Hogan, Cam Neely",Metro-Goldwyn-Mayer,United States of America,Sam Weisman,"Lawrence Turman, Ashok Amritraj, David Hoberman, Wendy Dytman"
45000000,"Adventure, Comedy, Drama",en,Last Holiday,2006-01-13,38399961,112.0,"Queen Latifah, LL Cool J, Timothy Hutton, Giancarlo Esposito, Alicia Witt, Gérard Depardieu, Jane Adams, Michael Estime, Susan Kellermann, Jascha Washington, Matt Ross, Ranjit Chowdhry, Michael Nouri, Jaqueline Fleming, Kendall Mosby, Chloe Bailey, Halle Bailey, Dan Ziskie",Paramount,United States of America,Wayne Wang,
17000000,"Action, Thriller, War, Drama",en,Red Dawn,1984-08-10,38376497,114.0,"Patrick Swayze, Charlie Sheen, C. Thomas Howell, Lea Thompson, Darren Dalton, Jennifer Grey, Powers Boothe, Brad Savage, Ben Johnson, Harry Dean Stanton, William Smith, Ron O'Neal, Vladek Sheybal, Frank McRae, Lane Smith, Roy Jenson, Pepe Serna, Radames Pera, Judd Omen, Zitto Kazann","Valkyrie Films, United Artists, MGM Home Entertainment, Metro-Goldwyn-Mayer",United States of America,John Milius,"Buzz Feitshans, Barry Beckerman"
12000000,"Comedy, Romance",en,Employee of the Month,2006-10-06,38368909,103.0,"Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams, Sean Whalen, Barbara Dodd, Victor Izay, Marc Mouchet, Kathleen Arc",Lionsgate,United States of America,Greg Coolidge,"Peter Abrams, Robert L. Levy, Barry Katz"
60000000,"Thriller, Western, Adventure",en,The Missing,2003-11-26,38364277,135.0,"Cate Blanchett, Tommy Lee Jones, Evan Rachel Wood, Jenna Boyd, Aaron Eckhart, Val Kilmer, Eric Schweig, Steve Reevis, Jay Tavare, Simon Baker, Ray McKinnon, Max Perlich, Elisabeth Moss, Clint Howard, Rance Howard, Deborah Martinez, Scarlett McAlister, Arron Shiver, David Midthunder, Sergio Calderón, Ramon Frank, Deryle J. Lujan, Rod Rondeaux, Angelina Torres","Columbia Pictures, Imagine Entertainment, Revolution Studios, Daniel Ostroff Productions",United States of America,Ron Howard,"Brian Grazer, Ron Howard, Daniel Ostroff"
25000000,"Comedy, Crime",en,City Heat,1984-12-05,38348988,93.0,"Clint Eastwood, Burt Reynolds, Jane Alexander, Madeline Kahn, Rip Torn, Irene Cara, Richard Roundtree, Tony Lo Bianco, William Sanderson, Nicholas Worth, Robert Davi, Jude Farese, John Hancock, Jack Thibeau, Gerald S. O'Loughlin, Bruce M. Fischer, Jack Nance, Art LaFleur, Tab Thacker","Deliverance Productions, Warner Bros. Pictures, Malpaso Productions",United States of America,Richard Benjamin,Fritz Manes
25000000,Drama,en,Million Dollar Arm,2014-05-09,38307627,124.0,"Jon Hamm, Bill Paxton, Lake Bell, Suraj Sharma, Aasif Mandvi, Madhur Mittal, Pitobash Tripathy, Alan Arkin, Bar Paly, Al Sapienza, Tzi Ma, Allyn Rachel, Ravi Naidu, Gabriela Lopez, Tanner Anderson","Walt Disney Pictures, Roth Films, Mayhem Pictures",United States of America,Craig Gillespie,"Joe Roth, Mark Ciardi, Gordon Gray"
0,"Romance, Drama, Crime",en,Higher Learning,1995-01-11,38290723,127.0,"Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly, Ice Cube, Jason Wiles, Tyra Banks, Cole Hauser, Laurence Fishburne, Regina King, Busta Rhymes, Bridgette Wilson, Vitamin C, Kari Wuhrer, Tony Donno, Adam Goldberg, Jay R. Ferguson, Morris Chestnut","New Deal Productions, Columbia Pictures",United States of America,John Singleton,Paul Hall
4000000,"Comedy, Drama, Romance",en,Annie Hall,1977-04-19,38251425,93.0,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon, Shelley Duvall, Janet Margolin, Colleen Dewhurst, Christopher Walken, Donald Symington, Helen Ludlam, Mordecai Lawner, Joan Neuman, Jonathan Munk, Ruth Volner, Martin Rosenblatt, Hy Anzell, Rashel Novikoff, Russell Horton, Marshall McLuhan, Christine Jones, Mary Boylan, Wendy Girard, John Doumanian, Bob Maroff, Rick Petrucelli, Lee Callahan, Chris Gampel, Dick Cavett, Mark Lenard, Dan Ruskin, John Glover, Bernie Styles, Johnny Haymer, Ved Bandhu, John Dennis Johnston, Laurie Bird, Jim McKrell, Jeff Goldblum, William Callaway, Roger Newman, Alan Landers, Jean Sarah Frost, Vince O'Brien, Humphrey Davis, Veronica Radburn, Robin Mary Paris, Charles Levin, Wayne Carson, Michael Karm, Petronia Johnson, Shaun Casey, Riccardo Bertoni, Michael Aronin, Lou Picetti, Loretta Tupper, James Burge, Shelley Hack, Albert M. Ottenheimer, Paula Trueman, Beverly D'Angelo, Tracey Walter, David Wier, Keith Dentice, Susan Mellinger, Hamit Perezic, James Balter, Eric Bear, Amy Levitan, Gary Allen, Frank Vohs, Sybil Bowan, Margaretta Warwick, Lucy Lee Flippin, Gary Mule Deer, Sigourney Weaver, Walter Bernstein, Truman Capote, Jan Citron, Gregory Doucette, Harrison Ressler, Billie Perkins, Kathryn Janssen, Juliet Graham","United Artists, Rollins-Joffe Productions",United States of America,Woody Allen,"Charles H. Joffe, Jack Rollins"
13000000,"Comedy, Documentary",en,The Original Kings of Comedy,2000-08-18,38251106,115.0,"Steve Harvey, D. L. Hughley, Cedric the Entertainer, Bernie Mac","40 Acres and a Mule Filmworks, Latham Entertainment, MTV Films, Paramount",United States of America,Spike Lee,"Spike Lee, David Gale"
9000000,"Action, Adventure, Comedy, Mystery",en,The In-Laws,1979-06-15,38200000,103.0,"Peter Falk, Alan Arkin, Richard Libertini, Nancy Dussault, Penny Peyser, Arlene Golonka, Michael Lembeck, Paul L. Smith, Ed Begley Jr., James Hong, David Paymer, Rosanna DeSoto, Art Evans, Carmen Dragon",Warner Bros. Pictures,United States of America,Arthur Hiller,"William Sackheim, Arthur Hiller"
40000000,"Fantasy, Animation, Drama, Romance, Family",en,Quest for Camelot,1998-05-15,38172500,86.0,"Jessalyn Gilsig, Cary Elwes, Gary Oldman, Don Rickles, Jane Seymour, Céline Dion, Pierce Brosnan, Bronson Pinchot, Jaleel White, Gabriel Byrne, John Gielgud, Frank Welker, Sarah Freeman, Eric Idle, Sherry Lynn, Mickie McGowan, Jack Angel, Steve Perry","Warner Bros. Pictures, Warner Bros. Animation",United States of America,Frederik Du Chau,Dalisa Cohen
28000000,"Comedy, Drama, Family, Fantasy, Romance",en,Just My Luck,2006-02-28,38159905,103.0,"Lindsay Lohan, Chris Pine, Samaire Armstrong, Bree Turner, Faizon Love, Missi Pyle, Makenzie Vega Norfolk, Carlos Ponce, Danny Jones, Tom Fletcher, Harry Judd, Dougie Poynter, Tovah Feldshuh, Dane Rhodes, Jaqueline Fleming, Ira Hawkins, J.C. Sealy, Mikki Val, Marcus Hester, Ameer Baraka, Anne Ewen, Hannah Tointon, Mark Wystrach","New Regency Pictures, Regency Enterprises, Cheyenne Enterprises",United States of America,Donald Petrie,"Arnon Milchan, Donald Petrie, Arnold Rifkin, Ellen H. Schwartz, Marjorie Shik"
2000000,"Drama, War, History",ru,Адмиралъ,2008-06-06,38135878,123.0,"Konstantin Khabenskiy, Elizaveta Boyarskaya, Sergei Bezrukov, Anna Kovalchuk, Egor Beroev, Richard Bohringer, Oleg Fomin, Anatoliy Pashinin, Viktor Verzhbitskiy, Aleksandr Klyukvin, Fyodor Bondarchuk, Nikolay Burlyaev, Olga Ostroumova, Aleksandr Tyutin, Maksim Drozd, Aleksei Kravchenko, Aleksandr Lazarev Jr., Viktor Verzhbitskiy, Sergey Vlasov, Vladislav Vetrov, Igor Savochkin, Kirill Pletnev, Viktor Zaporozhskij, Nikolay Reutov, Vladimir Chuprikov, Evgeniy Berezovskiy, Alexander Rapoport, Maksim Klyanov, Vitaly Kudryavtsev, Alexander Efimov, Konstantin Strelnikov, Oleg Zima, Vladimir Zaytsev, Dmitriy Shcherbina, Aleksandr Bargman, Alexandr Fastovsky, Ksenya Kuznetsova, Sergei Pereboev, Aleksandr Buleyko, Igor Shmakov, Georgy Topolaga, Andrei Tolubeyev, Seydulla Moldakhanov, Михаил Елисеев, Irina Pegova, Igor Kvak, Valeriy Sklyarov, Pavel Kornakov, Antonina Demanova, Yuriy Breshin, Vitaliy Kuklin, Nikolay Kochura, Aleksandr Vorobyov, Romuald Makarenko, Ilya Spinov",Film Direction,Russia,Andrey Kravchuk,"Konstantin Ernst, Dzhanik Fayziev, Anatoliy Maksimov, Dmitry Jurkov, Dmitry Nelidov"
27000000,"Action, Science Fiction, Thriller",en,The Running Man,1987-02-17,38122105,101.0,"Arnold Schwarzenegger, Richard Dawson, María Conchita Alonso, Yaphet Kotto, Jim Brown, Jesse Ventura, Erland van Lidth, Marvin J. McIntyre, Gus Rethwisch, Professor Toru Tanaka, Mick Fleetwood, Dweezil Zappa, Karen Leigh Hopkins, Sven-Ole Thorsen, Edward Bunker, Bryan Kestner, Anthony Pena, Kurt Fuller, Ken Lerner, Dey Young, Rodger Bumpass, Dona Hardy, Lynne Marie Stewart, Bill Margolin, Tony Brubaker, Joel Kramer, Billy D. Lucas, George P. Wilbur, Thomas Rosales Jr., Sondra Holt, Daniel Celario, Mario Celario, Sidney Chankin, Kim Pawlik, Roger Kern, Barbara Lux, Franco Columbu, Lin Shaye, Boyd Kestner, Wayne Grace, Charlie Phillips, Greg Lewis, John William James, Jon Cutler, Kerry Wall, Paula Brown, Megan Gallivan, Suzie Hardy, Debby Harris, Melissa Hurley, Marlene Lange, Morgan Lawley, Cindy Millican, Andrea Moen, Mary Ann Hermansen, Karen Owens, Sharon Owens, Pamela Rossi, Mia Togo, Mel Scott-Thomas, Jon McBride, Jeff Jensen, Sandy Holt, Maureen Flaherty, Sheree Ali","Braveworld Productions, Keith Barish Productions, TAFT Entertainment Pictures, HBO",United States of America,Paul Michael Glaser,"George Linder, Tim Zinnemann"
12000000,Drama,en,The Doctor,1991-07-24,38120905,122.0,"William Hurt, Christine Lahti, Elizabeth Perkins, Mandy Patinkin, Adam Arkin, Charlie Korsmo, Wendy Crewson, Bill Macy, J.E. Freeman, William Marquez, Kyle Secor, Nicole Orth-Pallavicini, Ping Wu, Tony Fields, Brian Markinson, Maria Tirabassi, Ken Lerner, Bruce Jarchow, E. Keith Polk, Nellye Leonard, Richard McKenzie, Denis Heames, Sue Rihr, Brandyn Barbara Artis, Millie Slavin, Nancy Parsons, John Marshall Jones, Laurie Lathem, Adam Wylie, Stephen William Moore, Cynthia Mason, Breon Gorman, Renée Victor, Gregor Hesse, Fran Bennett, Zoaunne LeRoy, Jonathan Kohl, Ross Eto, Michael O'Dwyer, Karen S. Gregan, Lillian Hurst, Rosa Maria Briz, Steven Gundry, Akuyoe Graham, Jusak Bernhard, Nicholas Frangakis, Matthew T. Clancy, Jeris Poindexter, Derek Van Longshore, Gail Neely, Lily Mariye, Woodryan Alexander, Susie Schelling, Ed Rosenbaum, Conrad Hurtt, Paul LeClair, Zakes Mokae",Touchstone Pictures,United States of America,Randa Haines,Laura Ziskin
22700000,"Comedy, Science Fiction",en,Spaceballs,1987-06-24,38119483,96.0,"Bill Pullman, Rick Moranis, Mel Brooks, Daphne Zuniga, John Candy, George Wyner, Joan Rivers, Dick Van Patten, Michael Winslow, Lorene Yarnell Jansson, John Hurt, Ed Gale, Stephen Tobolowsky, Sandy Helberg, Dom DeLuise, Phil Hartman, Tress MacNeille, Corey Burton, Michael York, Rick Ducommun, Rudy De Luca, Ken Olfson, Denise Gallup, Dian Gallup, Jim Jackman, Jim J. Bullock, Sal Viscuso, Ronny Graham, Brenda Strong, Leslie Bevis, Tony Griffin, Tim Russ","Brooksfilms Ltd., Metro-Goldwyn-Mayer",United States of America,Mel Brooks,"Mel Brooks, Ezra Swerdlow"
