budget,genres,original_language,original_title,release_date,revenue,runtime,actors,studios,countries,directors,producers
10000000,"Comedy, Family, Drama",en,The Mighty Ducks,1992-10-02,50752337,101.0,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson, Shaun Weiss, Vincent Larusso, Elden Henson, Danny Tamberelli, Marguerite Moreau, Brandon Quintin Adams, Jussie Smollett, Matt Doherty, Garette Ratliff Henson, Hal Fort Atkinson, Steven Brill, George Coe, Ryan J. Gilmer, Claudia Wilkens, Brock Pierce, Robert Pall, M.C. Gainey, J.D. Daniels, Aaron Schwartz, Jane Plank, Michael Ooms, Teal Redmann, Casey Garven","Avnet/Kerner Productions, Touchwood Pacific Partners 1",United States of America,Stephen Herek,"Jon Avnet, Jordan Kerner"
22000000,"Drama, History, War",en,A Bridge Too Far,1977-06-15,50750000,175.0,"Dirk Bogarde, James Caan, Michael Caine, Sean Connery, Edward Fox, Elliott Gould, Gene Hackman, Anthony Hopkins, Hardy Krüger, Laurence Olivier, Ryan O'Neal, Robert Redford, Maximilian Schell, Liv Ullmann, John Judd, Denholm Elliott, Jeremy Kemp, Wolfgang Preiss, Nicholas Campbell, Colin Farrell, Walter Kohut, Alun Armstrong, Hans von Borsody, Hartmut Becker, Michael Byrne, Garrick Hagon, John Ratzenberger, Fred Williams, Ben Cross, Arthur Hill, Edward Kalinski, Ben Howard, Donald Douglas, Tom van Beek, Siem Vroom, Marlies van Alcmaer, Erik van 't Wout, Donald Pickering, Frank Grimes, Stephen Moore, Peter Settelen, Paul Copley, Gerald Sim, Harry Ditson, Stanley Lebor, Christopher Good, Anthony Milner, Norman Gregory, Barry McCarthy, Lex van Delden, Michael Wolf, Brian Hawksley, Erik Chitty, Geoffrey Hinsliff, Sean Mathias, Tim Beekman, Hilary Minster, David English, Michael Graham Cox, Timothy Morand, James Wardroper, Stephen Rayment, Peter Gordon, Brian Gwaspari, Neil Kennedy, John Salthouse, Jack Galloway, Milton Cadman, David Auker, Jonathan Hackett, Patrick Ryecart, Richard Kane, Toby Salaman, Anthony Pullen Shaw, Edward Seckerson, Michael Bangerter, Dick Rienstra, Ian Liston, George Innes, Simon Chandler, Paul Rattee, Paul Rattee, Mark Sheridan, John Stride, Niall Padden, Shaun Curry, Sebastian Abineri, Pieter Groenier, Adrienne Kleiweg, Georgette Reyevski, Johan te Slaa, Mary Smithuysen, Hans Croiset, Henny Alma, Bertus Botterman, Josephine Peeper, Myles Reithermann, Andrew Branch, Ray Jewers, Keith Drinkel, Stephen Churchett, Richard Attenborough, Anthony Milner, John Morton","United Artists, Joseph E. Levine Productions","United Kingdom, United States of America",Richard Attenborough,"Joseph E. Levine, Michael Stanley-Evans, Richard P. Levine"
20000000,"Comedy, Romance, Drama, Family",en,What a Girl Wants,2003-03-27,50732139,105.0,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole, James Greene, Ben Scholfield, Sylvia Syms, Tara Summers, Peter Hugo, Jonah Russell, Stanley Townsend, Roger Ashton-Griffiths, Judy Collins, Victoria Wicks, David Gyasi, Soleil McGhee, Mindy Lee Raskin, Nita Mistry, Natalie Bromley, Stephanie Lane, Sarah Mark, Elizabeth Richard, Flaminia Cinque, Ethel Crichlow, Layla Ellison, Annie Lucas, Susan Mills, Jane Victory, June Walker, Maureen Waters, Francesca De Luca, Tina Simmons","Sloane Square Films, Di Novi Pictures, Gaylord Films, Gerber Pictures, HSI Tomorrow Film, Warner Bros. Pictures",United States of America,Dennie Gordon,"Denise Di Novi, Hunt Lowry, Bill Gerber"
20000005,"Fantasy, Thriller, Mystery",ja,デスノート the Last name,2006-10-28,50710400,141.0,"Tatsuya Fujiwara, Takeshi Kaga, Shido Nakamura, Erika Toda, Shigeki Hosokawa, Shunji Fujimura, Kenichi Matsuyama, Sota Aoyama, Magy, Shinnosuke Ikehata, Alexa Devine, Michiko Godai, Itsuji Itao, Nana Katase, Miyuki Komatsu, Ai Maeda, Hikari Mitsushima, Ikuji Nakamura, Jun Okazaki, Tatsuhito Okuda, Masahiko Tsugawa, Sakura Uehara, Shin Shimizu","Horipro, Konami, Nikkatsu Studio, Nikkatsu Corporation, Nippon Television Network Corporation, Shochiku, Shueisha, Warner Bros. Pictures, Yomiuri Telecasting Corporation, VAP",Japan,Shusuke Kaneko,
2500000,"Crime, Drama",en,Bonnie and Clyde,1967-07-18,50700000,110.0,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman, Estelle Parsons, Denver Pyle, Dub Taylor, Evans Evans, Gene Wilder, Mabel Cavitt, Patrick Cranshaw, Owen Bush, Clyde Howdy, Russ Marker, Ann Palmer, Ken Mayer","Tatira-Hiller Productions, Warner Bros. Pictures",United States of America,Arthur Penn,Warren Beatty
0,"Family, Animation, Adventure, Fantasy",ja,劇場版ポケットモンスター ダイヤモンド&パール アルセウス 超克の時空へ,2009-07-18,50673078,94.0,"Rica Matsumoto, Ikue Otani, Yuji Ueda, Megumi Toyoguchi, Etsuko Kozakura, Megumi Hayashibara, Shin-ichiro Miki, Inuko Inuyama, Unsho Ishizuka, Masahiro Takashima, Kii Kitano, Yūji Kishi, Koichi Yamadera, Akihiro Miwa, Shoko Nakagawa, Yuzuru Fujimoto, Motoko Kumai, Kei Shindo, Kenta Miyake","OLM, Pikachu Project",Japan,Kunihiko Yuyama,"Choji Yoshikawa, Takemoto Mori, Junya Okamoto, Toshiaki Okuno, Shukichi Kanda, Mikihito Fukazawa, Maya Nakamura"
25000000,"Horror, Comedy",en,Bride of Chucky,1998-10-16,50671850,89.0,"Jennifer Tilly, Brad Dourif, Katherine Heigl, Nick Stabile, Gordon Michael Woolvett, Alexis Arquette, John Ritter, Lawrence Dane, Michael Louis Johnson, James Gallanders, Janet Kidder, Vince Corazza, Kathy Najimy, Park Bench, Emily Weedon, Ben Bass, Roger McKeen, Sandi Stahlbrand, Ed Gale","Universal Pictures, Midwinter Productions Inc.","Canada, United States of America",Ronny Yu,"David Kirschner, Grace Gilroy"
60000000,"Comedy, Science Fiction, Adventure, Family",en,Meet Dave,2008-07-08,50650079,90.0,"Eddie Murphy, Elizabeth Banks, Gabrielle Union, Scott Caan, Ed Helms, Kevin Hart, Pat Kilbane, Judah Friedlander, Marc Blucas, Jim Turner, Austyn Myers, Mario Loya, Mike O'Malley, Allisyn Ashley Arm, Alisan Porter, Christina Wun, Brandon Molale, Miguel A. Núñez, Jr.","Dune Entertainment, Regency Enterprises, Guy Walks into a Bar Productions, Deep River Productions, Friendly Films (II), 20th Century Fox",United States of America,Brian Robbins,"David T. Friendly, Todd Komarnicki, Jon Berg"
45000000,"Action, Crime, Drama, History, Thriller",en,Patriots Day,2016-12-12,50548152,133.0,"Mark Wahlberg, John Goodman, J.K. Simmons, Kevin Bacon, Michelle Monaghan, Alex Wolff, Themo Melikidze, Michael Beach, Vincent Curatola, James Colby, Jake Picking, Melissa Benoist, Jimmy O. Yang, Chris O'Shea, Rachel Brosnahan, Khandi Alexander, Lana Condor, Dustin Tucker, Lucas Thor Kelley, Martine Assaf, Cara Leroy O'Connell	, Pamela Amicy, Brandon Wahlberg, Kelby Turner Akin, Billy Smith, Paige MacLean, Adam Trese, Hampton Fluker, Jay Giannone, Cliff Moylan, Curtis J. Bellafiore, Elijah Guo, Jin Yang Brancalhao, Brent Saunders, Dean Neistat, John Fiore, Kathy Harum, Erica McDermott, Peter Berg, John Franchi, Arthur Wahlberg, Anthony 'Ace' Thomas, Barack Obama, David Ortiz, Sal Lucio, Jay Karales, Katrine Hoyt","TIK Films, CBS Films, Closest to the Hole Productions, Bluegrass Films, Hutch Parker Entertainment, Leverage","Hong Kong, United States of America",Peter Berg,"Mark Wahlberg, Scott Stuber, Dorothy Aufiero, Stephen Levinson, Hutch Parker, Dylan Clark, Michael Radutzky"
0,Comedy,en,Eddie Murphy Raw,1987-11-25,50504655,90.0,"Eddie Murphy, Tatyana Ali, Billie Allen, Samuel L. Jackson, Deon Richmond, Barbara Harris, J. D. Hall, James Brown III, Tiger Haynes, Eyde Byrde, Birdie M. Hale, Clebert Ford, Leonard Jackson, Jody Jones, Michelle Davison, Geri Gibson",Eddie Murphy Productions,United States of America,Robert Townsend,"Robert D. Wachs, Keenen Ivory Wayans"
20000000,"Animation, Family, Comedy, Adventure, Romance",en,Alpha and Omega,2010-09-17,50500000,88.0,"Hayden Panettiere, Justin Long, Dennis Hopper, Christina Ricci, Danny Glover, Christine Lakin, Vicki Lewis, Elizabeth Tulloch, Eric Price, Kevin Sussman, Chris Carmack, Brian Donovan, Mindy Sterling, Fred Tatasciore, Nika Futterman, Mela Lee, Larry Miller, Steve Vinovich, Aziz Ansari","Crest Animation Productions, Relativity Media, Lionsgate","United States of America, India, Canada","Ben Gluck, Anthony Bell","Ken Katsumoto, Richard Rich, Steve Moore"
0,"Animation, Action, Science Fiction",ja,ドラゴンボールZ 神と神,2013-03-30,50461371,85.0,"Masako Nozawa, Koichi Yamadera, Masakazu Morita, Ryou Horikawa, Hiromi Tsuru, Joji Yanami, Toshio Furukawa, Shoko Nakagawa, Kenji Utsumi, Mayumi Tanaka, Toru Furuya, Hikaru Midorikawa, Kozo Shioya, Shigeru Chiba, Tesshou Genda, Takeshi Kusao, Unsho Ishizuka, Aya Hirano, Miki Ito, Naoko Watanabe, Yōko Kawanami, Ryuuzaburou Ootomo, Yuko Minaguchi","Bandai Namco Games, Toei Animation, Fuji Television Network, Shueisha, Fox International Productions, Toei Company, Bandai Visual","Japan, United States of America",Masahiro Hosoda,
0,"Comedy, Drama, Romance",en,The Four Seasons,1981-05-22,50427646,107.0,"Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno, Jack Weston, Bess Armstrong, Elizabeth Alda, Beatrice Alda, Robert Hitt, Kristi McCarthy, David Stackpole",Universal Pictures,United States of America,Alan Alda,Martin Bregman
25000000,"Drama, Crime, History",en,Just Mercy,2019-12-25,50401502,137.0,"Michael B. Jordan, Brie Larson, Jamie Foxx, O'Shea Jackson Jr., Rafe Spall, Rob Morgan, Tim Blake Nelson, Rhoda Griffis, J. Alphonse Nicholson, Karan Kendrick, Hayes Mercure, Lindsay Ayliffe, Dominic Bogart, Tim Hooper, Andrene Ward-Hammond, John Lacy, Michael Harding, Ron Clinton Smith, C.J. LeBlanc, Kelly Mumme, Mallory Hoff, Terence Rosemore, Charlie Pye Jr., Christopher Wolfe, Adam Boyer, Jacinte Blankenship, Bryan Stevenson, Brad Sanders, Charmin Lee, Sebastian Eugene Hansen, David Garlock, Robert Caston, Talmedge Hayes, Kuntrell Jackson, Tatom Pender, Scarlet Olivia Dunbar, Denitra Isler, Darryl W. Handy, Darrell Britt-Gibson, Al Mitchell, Pete Burris, Susie Spear Purcell, Deadra Moore, Ryan Dinning, Carl Palmer, Greta Glenn, Alex Van, Leydi Morales, Ben Peck, Ted Huckabee, Ryan Girard, Tim Ware, Norm Lewis, Claire Bronson, Desmond Phillips, Drew Starkey, Steve Coulter, McDaniel Austin, Drew Scheid, Brandon Armstrong, Elizabeth Becka, Kirk Bovill, Tony Bradley, Olivia De Paux, Christine Hameed, Harvey B. Jackson, Jay DeVon Johnson, Jay D. Kacho, Mary Kraft, Josh Royston, Tonea Stewart, Albert L. Taylor, Robert Tinsley, Benjamin Weaver","Netter Productions, Outlier Society Productions, Endeavor Content, MACRO, One Community, Participant, Warner Bros. Pictures",United States of America,Destin Daniel Cretton,"Gil Netter, Asher Goldstein"
58000000,"Drama, Action, Adventure, History, War",en,Red Tails,2012-01-19,50365377,125.0,"Bryan Cranston, David Oyelowo, Cuba Gooding Jr., Daniela Ruah, Terrence Howard, Andre Royo, Robert Kazinsky, Lee Tergesen, Matthew Leitch, Michael B. Jordan, Method Man, Gerald McRaney, Matthew Marsh, Barnaby Kay, Chris Riedell, Leslie Odom Jr., Nate Parker, Marcus T. Paulk, Kevin Phillips, Paul Fox, Lars van Riesen, David Gyasi, Josh Dallas, Okezie Morro, Aml Ameen, Nathaniel Martello-White, Anthony Welsh, Rick Otto, Rupert Penry-Jones, Ryan Early, Brian Gross, Ciarán McMenamin, Matthew Alan, Michael Dixon, Paul Hampshire, Leon Ockenden, Dan Hirst, Mark Doerr, Richard Conti, Philip Bulcock, Dave Power, Sam Daly, Justin Irving, Tina D'Marco, Jaime King, Sam Kennard, Tristan Mack Wilds, Ne-Yo","Lucasfilm, 20th Century Fox",United States of America,Anthony Hemingway,"Rick McCallum, Chas. Floyd Johnson"
35000000,"Drama, History",en,Concussion,2015-11-12,50363790,123.0,"Will Smith, Alec Baldwin, Albert Brooks, Gugu Mbatha-Raw, David Morse, Arliss Howard, Mike O'Malley, Eddie Marsan, Hill Harper, Adewale Akinnuoye-Agbaje, Stephen Moyer, Richard T. Jones, Paul Reiser, Luke Wilson, Matthew Willig, Elizabeth Tulloch, Jason Davis, Sara Lindsey, Kevin Jiggetts, Gary Grubbs, L. Scott Caldwell, Joni Bovill, Joshua Elijah Reese, Holt McCallany, David Flick, Kelley Davis, Samara Lee, Nathan Hollabaugh, Britanni Johnson, Randy Kovitz, Dan Ziskie, Larry John Meyers, Dan Anders, Jeb Keller, Jackie Schafer, Mike Clark, Jared Pfennigwerth, Phillip Chorba, Alison Moir, Dino Rende, Cindy Jackson, Scott Miller, Michael Schaich, Hennessey Joseph, Antonia Long, Lisa Earley, Ann B. Betters, Joe Fishel, Dihlon McManne, Brittney Aleah, Christopher Boyer, Deborah Charity, Cara Clark, Amy Lyn Elliott, Joe Gallipoli, Carmen Gangale, Trevor Lee Georgeson, David Gragg, Eme Ikwuakor, Dontez James, Wendell Kinney, David Dale McCue, Ben McDonnell, Robert G. McKay, Tiffany Sander McKenzie, F. Robert McMurray, Kimberly Ryans, Kelly Trumbull, P. Scott Conner, Jared Scott","Village Roadshow Pictures, Columbia Pictures, The Cantillon Company, LStar Capital, Scott Free Productions, The Shuman Company, Sony Pictures","Australia, United States of America, United Kingdom",Peter Landesman,"Ridley Scott, Elizabeth Cantillon, Larry Shuman, Giannina Facio-Scott, David Wolthoff"
10000000,"Fantasy, Action, Thriller",ru,Ночной дозор,2004-06-27,50336279,114.0,"Konstantin Khabenskiy, Vladimir Menshov, Galina Tyunina, Mariya Poroshina, Zhanna Friske, Viktor Verzhbitskiy, Rimma Markova, Mariya Mironova, Dmitriy Martynov, Valeriy Zolotukhin, Anna Dubrovskaya, Anna Slyusareva, Ilya Lagutenko, Yuriy Kutsenko, Aleksey Chadov, Aleksandr Samoylenko, Aleksey Maklakov, Konstantin Murzenko, Anatoliy Gorin, Igor Savochkin, Aleksandr Kozlov, Sergey Prikhodko, Georgiy Dronov, Nikolay Olyalin, Aleksandr Schurok, Marina Ivanova, Владимир Иванов, Tatyana Shchankina, Igor Pismennyy, Viktoriya Smirnova, Sergey Kalashnikov, Ekaterina Malikova, Igor Gasparyan, Michail Solodko, Nurzhuman Ihtymbaev, Igor Lifanov, Anna Semenovich, Vladimir Sterzhakov, Kseniya Novikova, Aleksandra Nazarova, Oleg Mokshantsev, Galina Stakhanova, Romuald Makarenko, Andrey Bogdanov","Bazelevs Production, Tabbak, Fox Searchlight Pictures, 20th Century Fox",Russia,Timur Bekmambetov,"Konstantin Ernst, Anatoliy Maksimov"
48000000,"Science Fiction, Drama",en,K-PAX,2001-10-22,50315140,120.0,"Jeff Bridges, Kevin Spacey, Mary McCormack, Alfre Woodard, Ajay Naidu, Vincent Laresca, Kimberly Scott, Conchata Ferrell, Saul Williams, Peter Gerety, David Patrick Kelly, Melanee Murray, Tracey Vilar, Celia Weston, Brian Howe, Greg Lewis, John Toles-Bey, Mark Christopher Lawrence, Mary Mara, Brandon de Paul, Tess McCarthy, Natasha Dorfhuber, Aaron Paul, William Lucking, Zofia Borucka, Curt Clendenin, Frank Collison, Moet Meira, Peter Maloney, Lance E. Nichols, Erik LaRay Harvey, Paulo Pascoal","Intermedia Films, Lawrence Gordon Productions, Pathé Pictures International, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG","Germany, United Kingdom, United States of America",Iain Softley,"Lawrence Gordon, Lloyd Levin, Robert F. Colesberry"
8500000,"Crime, Drama, Thriller",en,Nightcrawler,2014-10-23,50300000,118.0,"Jake Gyllenhaal, Rene Russo, Riz Ahmed, Bill Paxton, Kevin Rahm, Michael Hyatt, Price Carson, Kent Shocknek, Sharon Tay, Ann Cusack, Carolyn Gilroy, Marco Rodríguez, Michael Papajohn, Jonny Coyne, Rick Chambers, Pat Harvey, Rick Garcia, James Huang, Leah Fredkin, Bill Seward, Holly Hannula, Nick Chacon, Kevin Dunigan, Alex Ortiz, Eric Lange, Kiff VandenHeuvel, Christina De Leon, Jamie McShane, Dig Wayne, Merritt Bailey, Juan Fernandez, Lisa Remillard, Manuel Lujan, Christopher Wolfe, Austin Raishbrook, Marc Raishbrook, Dale Shane, Kathleen York, Myra Turley, Viviana Chavez, Stephanie D'Abruzzo, Emily Dahm, Bill Blair","Sierra/Affinity, Bold Films",United States of America,Dan Gilroy,"Jake Gyllenhaal, Jennifer Fox, Tony Gilroy, David Lancaster, Michel Litvak"
34000000,"Crime, Thriller, Drama",en,Natural Born Killers,1994-08-25,50282766,118.0,"Woody Harrelson, Juliette Lewis, Robert Downey Jr., Tommy Lee Jones, Tom Sizemore, Rodney Dangerfield, Edie McClurg, Jared Harris, Russell Means, Maria Pitillo, Sean Stone, Everett Quinton, O-Lan Jones, Pruitt Taylor Vince, Steven Wright, Lanny Flaherty, Richard Lineback, Kirk Baltz, Ed White, Terrylene, Josh Richman, Melinda Renna, Dale Dye, Edward Conna, Evan Handler, Matthew Faber, Jamie Harrold, Saemi Nakamura, Keiko Seiko, Salvator Xuereb, Natalie Karp, Emmanuel Xuereb, Balthazar Getty, Phil Neilson, Red West, Jeremiah Bitsui, Lorraine Farris, Glen Chin, Peter Crombie, John M. Watson Sr., Joe Grifasi, Douglas Crosby, Carl Ciarfalio, Marshall Bell, Jim Carrane, Robert Swan, Louis Lombardi, Paul Dillon, David Pasquesi, James Gammon, Arliss Howard, Mark Harmon, Cory Everson","J D Productions, Regency Enterprises, Alcor Films, Ixtlan, New Regency Pictures, Warner Bros. Pictures",United States of America,Oliver Stone,"Jane Hamsher, Don Murphy, Clayton Townsend"
6000000,"Science Fiction, Action",en,Escape from New York,1981-05-23,50244700,99.0,"Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence, Isaac Hayes, Season Hubley, Harry Dean Stanton, Adrienne Barbeau, Tom Atkins, Charles Cyphers, Frank Doubleday, John Strobel, George Buck Flower, John Cothran, Jr., Nancy Stephens, Steven Ford, John Carpenter, Jamie Lee Curtis, Nick Castle, Al Cerullo, Debra Hill","AVCO Embassy Pictures, Goldcrest, International Film Investors","United Kingdom, United States of America",John Carpenter,"Larry J. Franco, Debra Hill, Barry Bernardi"
31000000,"Comedy, Drama, Family, Fantasy",en,Angels in the Outfield,1994-07-15,50236831,102.0,"Danny Glover, Brenda Fricker, Joseph Gordon-Levitt, Christopher Lloyd, Tony Danza, Ben Johnson, Jay O. Sanders, Matthew McConaughey, Taylor Negron, Adrien Brody, Dermot Mulroney, Tim Conlon, Milton Davis Jr., Tony Longo, Neal McDonough, Stoney Jackson, Robert Clohessy, Connie Craig, Israel Juarbe, Cabran E. Chamberlain","Caravan Pictures, Walt Disney Pictures",United States of America,William Dear,"Roger Birnbaum, Joe Roth"
36000000,"Crime, Drama, Mystery, Thriller",en,Breakdown,1997-05-02,50159144,95.0,"Kurt Russell, J. T. Walsh, Kathleen Quinlan, M.C. Gainey, Jack Noseworthy, Rex Linn, Ritch Brinkley, Moira Sinise, Kim Robillard, Thomas Kopache, Jack McGee, Vincent Berry, Helen Duffy, Ancel Cook, Gene Hartline, Steve Waddington, Rick Sanders","Paramount, Dino De Laurentiis Company, Spelling Films",United States of America,Jonathan Mostow,"Dino De Laurentiis, Martha De Laurentiis"
10000000,War,en,The Longest Day,1962-09-25,50100000,178.0,"Eddie Albert, Paul Anka, Arletty, Jean-Louis Barrault, Richard Beymer, Hans Christian Blech, Bourvil, Richard Burton, Wolfgang Büttner, Red Buttons, Pauline Carton, Sean Connery, Ray Danton, Irina Demick, Fred Dur, Fabian, Mel Ferrer, Henry Fonda, Steve Forrest, Gert Fröbe, Leo Genn, John Gregson, Paul Hartmann, Peter Helm, Werner Hinz, Donald Houston, Jeffrey Hunter, Karl John, Curd Jürgens, Alexander Knox, Peter Lawford, Fernand Ledoux, Christian Marquand, Dewey Martin, Roddy McDowall, Michael Medwin, Sal Mineo, Robert Mitchum, Kenneth More, Richard Münch, Edmond O'Brien, Leslie Phillips, Wolfgang Preiss, Ron Randell, Madeleine Renaud, Georges Rivière, Norman Rossington, Robert Ryan, Tommy Sands, George Segal, Jean Servais, Rod Steiger, Richard Todd, Tom Tryon, Peter van Eyck, Robert Wagner, Richard Wattis, Stuart Whitman, Georges Wilson, John Wayne, Patrick Barr, Lyndon Brook, John Crawford, Armin Dahlen, Mark Damon, Richard Dawson, Eugene Deckers, Gil Delamare, Frank Finlay, Harry Fowler, Bernard Fox, Robert Freitag, Bernard Fresson, Lutz Gabor, Arnold Gelderman, Harold Goodwin, Walter Gotell, Henry Grace, Clément Harari, Ruth Hausmeister, Jack Hedley, Michael Hinz, Walter Horsbrugh, Til Kiwe, Harry Landis, Wolfgang Lukschy, Victor Maddern, Howard Marion-Crawford, Neil McCallum, John Meillon, Kurt Meisel, Gérard Moisan, Tony Mordente, Bill Nagy, Rainer Penkert, Malte Petzel, John Phillips, Siân Phillips, Maurice Poli, Hartmut Reck, Trevor Reid, Heinz Reincke, Paul Edwin Roth, Dietmar Schönherr, Ernst Schröder, Hans Söhnker, Heinz Spitzner, Nicholas Stuart, Alice Tissot, Michel Tureau, Roland Urban, Vicco von Bülow, Joe Warfield, Dominique Zardi","Darryl F. Zanuck Productions, 20th Century Fox",United States of America,"Bernhard Wicki, Ken Annakin, Andrew Marton",Darryl F. Zanuck
0,"Action, Comedy, Crime, Thriller",en,National Security,2003-01-17,50097949,88.0,"Steve Zahn, Martin Lawrence, Colm Feore, Eric Roberts, Timothy Busfield, Robinne Lee, Bill Duke, Brett Cullen, Matt McCoy, Stephen Tobolowsky, Mari Morrow, Ken Lerner, Cleo King, Joe Flaherty, Keith Cooke, Mike Brady, Troy Gilbert, Anthony G. Schmidt, Jeff Ross, Leslie Jones, Carl Ciarfalio, Noel Gugliemi, Martin Klebba, Hal Fishman",Columbia Pictures,United States of America,Dennis Dugan,"Jeffrey Silver, Robert F. Newmyer, Michael Green"
18000000,"Drama, Romance",en,Little Women,1994-12-21,50083616,115.0,"Winona Ryder, Trini Alvarado, Claire Danes, Kirsten Dunst, Samantha Mathis, Susan Sarandon, Christian Bale, Gabriel Byrne, Eric Stoltz, John Neville, Mary Wickes, Donal Logue, Florence Paterson, Matthew Walker",Columbia Pictures,United States of America,Gillian Armstrong,Denise Di Novi
50000000,"Crime, Drama, Action",en,Absolute Power,1997-02-14,50068310,121.0,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney, Scott Glenn, Dennis Haysbert, Judy Davis, E.G. Marshall, Melora Hardin, Kenneth Welsh, Penny Johnson, Richard Jenkins, Mark Margolis, Elaine Kagan, Alison Eastwood, Yau-Gene Chan, George Orrison, Charles McDaniel, John Lyle Campbell, Kimber Eastwood, Eric Dahlquist Jr., Jack Stewart Taylor, Joy Ehrlich, Robert Harvey","Columbia Pictures, Castle Rock Entertainment, Malpaso Productions",United States of America,Clint Eastwood,"Clint Eastwood, Michael Maurer, Karen S. Spiegel"
50000000,Comedy,en,The Replacements,2000-08-11,50054511,118.0,"Keanu Reeves, Gene Hackman, Brooke Langton, Orlando Jones, Faizon Love, Jon Favreau, Rhys Ifans, Keith David, Ace Yonamine, Troy Winbush, David Denman, Michael Jace, Gailard Sartain, Brett Cullen, Jack Warden, Michael Taliferro, Robyn Peterson, Kevin Reid, Sarah Ann Morris, Caroline Keenan, Elisa Nixon, Stella Choe, Evan Parke, John Madden, Pat Summerall, Art LaFleur, Michelle Johnston, Justin Riemer","Warner Bros. Pictures, Bel Air Entertainment, Dylan Sellers Productions",United States of America,Howard Deutch,Dylan Sellers
29000000,"Horror, Thriller",en,Stigmata,1999-09-10,50041732,103.0,"Patricia Arquette, Gabriel Byrne, Jonathan Pryce, Nia Long, Thomas Kopache, Rade Šerbedžija, Enrico Colantoni, Dick Latessa, Portia de Rossi, Patrick Muldoon, Ann Cusack, Shaun Toub, Tom Hodges, Lydia Hazan, Shaun Duke","FGM Entertainment, Metro-Goldwyn-Mayer",United States of America,Rupert Wainwright,Frank Mancuso Jr.
0,"Drama, Romance",en,When a Man Loves a Woman,1994-04-29,50021959,126.0,"Andy García, Meg Ryan, Tina Majorino, Philip Seymour Hoffman, Lauren Tom, Mae Whitman, Ellen Burstyn, Eugene Roche, Gail Strickland, Steven Brill, Susanna Thompson, Erinn Canavan, LaTanya Richardson Jackson, Bari K. Willerford, James Jude Courtney, Jacques De Groot, Anne Ohliger, Tony Montero, Cynthia Mace, Jennie Yee, William Frankfather, Ellen Geer, Angelina Fiordellisi, Elizabeth Lang, Syd Field, Peer Ebbighausen, Ronald Bass, Joe Drago, Andrew Magarian, Amy Treese, Brandis Kemp, Judith Friend, Deana Kobrynski, Rico E. Anderson, Lena Banks, Richard Bradford, Al Franken, Craig Richards, Reed Rudy, Joseph Quinn Simpkins",Touchstone Pictures,United States of America,Luis Mandoki,"Jon Avnet, Jordan Kerner"
19000000,"Drama, Thriller, Crime",en,Uncut Gems,2019-08-30,50020902,136.0,"Adam Sandler, Julia Fox, Lakeith Stanfield, Idina Menzel, Kevin Garnett, Eric Bogosian, Judd Hirsch, The Weeknd, Keith Williams Richards, Wayne Diamond, Mike Francesa, Noa Fisher, Thomas Kominik, Ronald Greenberg, Marshall Greenberg, Mitchell Wenig, Hailey Gates, Tilda Swinton, John Amos, Trinidad James, Marcia DeBonis, Jeremy Sample, Jake Ryan, Anthony Mecca, Natasha Lyonne, Sahar Bibiyan, Josh Ostrovsky, Robbie DeRaffele, Warren Finkelstein, Maksud Agadjani, Ca$h Out, Andrea Linsky, Roman Persits, Paloma Elsesser, Pom Klementieff, Gerard ""Dash"" McQuiller, Darien Howard, Jonathan Aranbayev, Todd Vulpio, Michael A. Sollecito, Sean Ringgold, Damany Eastman, Jacob Igielski, Shemsi Selimaj, Arthur Borukhov, Stuart Wenig, Mesfin Lamengo, Sun Zhi Hua-Hilton, Sunny Wu Jin Zahao, Liang Wei-Hui-Duncan, Daneke Muhugeta, Habtunu Africho, Raleem Moses, Keren Shemel, Max Bartos, Louis Anthony Arias, Aren Topian, Lino Eisenberg, Shiv Pai, Kerwin Frost, La Mar Taylor, William Sappe, Greg Yuna, Victor Plajas, Ricky Barksdale, Jennifer Venditti, Larry Sloman, Benjy Kleiner, Svetlana B. Levitin, Roza Babekova, Jessica Mullayev, Izra Malakov, Brad Davidorf, Ralph Colucci, Marty Tendler, Conor Coyne, Alexander Gilkes, Jennifer Sacks, Debbie DeLisi, Chad Neves, Ara Daglian, Glenn 'Doc' Rivers, Erika Wachter, Paige Neuenschwander, Cassie Prusiensky, Ursula Triplett","A24, Sikelia Productions, Scott Rudin Productions, IAC Films, Elara Pictures",United States of America,"Josh Safdie, Benny Safdie","Scott Rudin, Eli Bush, Sebastian Bear-McClard, Irfaan Fredericks"
